"global_index","worker","episode","episode_index","name","region","address","address_display","category","card_menu","menus","output_file","output_path"
"54","1","EP.12","1","호수식당","경기 동두천시","경기 동두천시 중앙로 312 (생연동 613-44)","경기 동두천시 중앙로 312","찌개,전골","여러 가지 햄 소세지가 쑥갓과 함께 국물맛을 개운하게 만들어 내는 최고의 맛 부대찌개","여러 가지 햄 소세지가 쑥갓과 함께 국물맛을 개운하게 만들어 내는 최고의 맛 부대찌개 (11,000원) / 여러가지 소세지와 햄을 양파와 같이 국물이 없이 볶아서 밥위에 얹어 덮밥 처럼 먹으면좋아요 (12,000원) / 쏘세지 햄 사리 (6,000원) / 소주 (5,000원)","001_호수식당.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.12\001_호수식당.png"
"55","1","EP.12","2","오뎅식당","경기 의정부시","경기 의정부시 호국로1309번길 7 (의정부동 220-58)","경기 의정부시 호국로1309번길 7","찌개,전골","대한민국 1호점 부대찌개 / 진한 국물맛! 의정부 부대찌개 혼자서도 푸짐한 부대찌개","대한민국 1호점 부대찌개 / 진한 국물맛! 의정부 부대찌개 혼자서도 푸짐한 부대찌개 (12,000원) / 부대찌개2인+모둠사리1+음료1 / 두 배로 즐기는 부대찌개 세트 둘이서 푸짐하게! (33,000원) / 부대찌개3인+모둠사리1+음료1 / 셋이 모여 즐기는 부대찌개 든든한 3인 부대찌개 세트 (44,000원) / 부대찌개4인+모둠사리1+라면사리1+음료2 / 가족 외식 추천! 4명이 즐기는 푸짐한 한상 (58,000원) / 불맛 가득 철판 부대볶음 매콤불향! 철판 부대볶음 / 1인분 주문가능 (15,000원) / 오뎅식당만의 소시지구이 / 공기밥X 탱글탱글 오뎅식당 소시지구이 (10,000원) / 온가족 추천 사이드메뉴 , 공기밥X / 촉촉함 가득 부드럽게 퍼지는 풍미 함박스테이크 (10,000원) / 체다치즈로 고소함2배 / 공기밥X (12,000원)","002_오뎅식당.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.12\002_오뎅식당.png"
"56","1","EP.12","3","김네집","경기 평택시","경기 평택시 중앙시장로25번길 15 (신장동 322-37)","경기 평택시 중앙시장로25번길 15","","송탄부대찌개","","003_김네집.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.12\003_김네집.png"
"57","1","EP.12","4","바다식당","서울 용산구","서울 용산구 이태원로 245 (한남동 738-24)","서울 용산구 이태원로 245","찌개,전골","존슨탕(2인분)","존슨탕(2인분) (24,000원) / 소고기쏘세지 (27,000원) / 돼지갈비바베큐(1인분) (18,000원) / 소갈비바베큐(1인분) (33,000원) / 정통T본스테이크(1인분) (35,000원) / 폭찹(1인분) (18,000원) / 칠면조쏘세지 (13,000원)","004_바다식당.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.12\004_바다식당.png"
"58","1","EP.12","5","비행장정문부대찌개","전북 군산시","전북 군산시 하나운안2길 14 (나운동 839-12)","전북 군산시 하나운안2길 14","찌개,전골","부대찌개","","005_비행장정문부대찌개.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.12\005_비행장정문부대찌개.png"
"59","1","EP.13","1","영월식당","강원 원주시","강원 원주시 감영길 77 (평원동 326-15)","강원 원주시 감영길 77","한식","직접 부쳐먹는 녹두빈대떡입니다","직접 부쳐먹는 녹두빈대떡입니다 (18,000원) / 주문 전 미리 전화로 예약하셔야 하는 메뉴입니다. (50,000원) / 돼지두부전골(2인이상) (10,000원) / 두부만두전골(2인이상) (11,000원) / 생삼겹살 200g (14,000원) / 얼큰한 두부전골 안주용 (19,000원) / 따뜻한 데친두부를 간장에 찍어드실 수 있습니다 (12,000원) / 들기름에 직접 부쳐먹는 두부구이 (12,000원) / 직접 뜬 비지장입니다 (9,000원) / 국물이 자작한 김치제육입니다 (10,000원) / 두부전골 (9,000원) / 순두부백반 (9,000원) / 된장찌개 (9,000원) / 청국장 (9,000원)","001_영월식당.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.13\001_영월식당.png"
"60","1","EP.13","2","메밀나라","강원 평창군","강원 평창군 평창읍 평창시장1길 8-1 (하리 55-11)","강원 평창군 평창읍 평창시장1길 8-1","전,빈대떡","다섯가지 전을 한번에 드실수있는 세트메뉴","다섯가지 전을 한번에 드실수있는 세트메뉴 (12,000원) / 메밀국수 (6,000원) / 메밀부치기 (3,000원) / 메밀전병 (3,000원) / 올챙이국수 (5,000원) / 메밀묵사발 (6,000원) / 고기만두국 (7,000원) / 김치만두국 (6,000원)","002_메밀나라.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.13\002_메밀나라.png"
"61","1","EP.13","3","원조광명할머니빈대떡","경기 광명시","경기 광명시 광이로13번길 21-5 (광명동 158-55)","경기 광명시 광이로13번길 21-5","전,빈대떡","빈대떡","","003_원조광명할머니빈대떡.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.13\003_원조광명할머니빈대떡.png"
"62","1","EP.13","4","동래할매파전","부산 동래구","부산 동래구 명륜로94번길 43-10 (복천동 367-2)","부산 동래구 명륜로94번길 43-10","전,빈대떡","뚜기상 A","뚜기상 A (40,000원) / 뚜미상 B (35,000원) / 동래파전(s) (28,000원) / 동래고동찜 (30,000원) / 골뱅이무침 (23,000원) / 더덕구이 (23,000원) / 영양묵무침 (18,000원) / 웃지지(웃기떡) (8,000원)","004_동래할매파전.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.13\004_동래할매파전.png"
"63","1","EP.13","5","소문난동래파전","부산 동래구","부산 동래구 금강공원로 55 (온천1동 208-8)","부산 동래구 금강공원로 55","전,빈대떡","동래파전","","005_소문난동래파전.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.13\005_소문난동래파전.png"
"64","1","EP.13","6","전주전집","서울 동작구","서울 동작구 동작대로7길 19 (사당동 1032-1)","서울 동작구 동작대로7길 19","전통,민속주점","동그랑땡7,깻잎전4,동태전5,새송이전4,두부전2,호박전6 총 6가지 전으로 구성된 전주전집 대표선수 입니다","동그랑땡7,깻잎전4,동태전5,새송이전4,두부전2,호박전6 총 6가지 전으로 구성된 전주전집 대표선수 입니다 (31,000원) / 소고기육전 (29,000원) / 새우 두마리를 한묽음으로 해서 총 20마리 10세트입니다 기존 알새우 16개에서 20마리 10세트로 변경되었습니다 (29,000원) / 홍어무침(안삭힘) (32,000원) / 꿀돼지삼겹전 (29,000원) / 동그랑땡 (24,000원) / 깻잎전 (24,000원) / 감자전 (24,000원) / 김치전 (24,000원) / 고추전 (24,000원) / 호박전 (22,000원) / 동태전에 가시는 있는부분도 있고 없는 부분도 있음을 양해부탁드립니다. (24,000원) / 해물파전은배달해서 드시면 아무리 바삭하게 익혀도 물이 생길수 있음을 미리 말씀드립니다ㅠ 최대한 정성썻 바삭 익혀드려요 (29,000원) / 홍어회(삭힘) (32,000원) / 모듬전+홍어무침(안삭힘) (63,000원) / 모듬전 + 소고기육전 (60,000원) / 모듬전 + 통통새우전 (60,000원) / 모듬전 + 홍어무침(안삭힘) + 소고기육전 (92,000원) / 모듬전 + 통통새우전 + 소고기육전 + 꿀돼지삼겹전 (118,000원) / 사이다 355ml (3,000원) / 콜라 355ml (3,000원) / 독도 모리미 (8,000원)","006_전주전집.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.13\006_전주전집.png"
"65","1","EP.14","1","왕가동해장","경기 평택시","경기 평택시 중앙로 137 (비전동 747-20)","경기 평택시 중앙로 137","중식당","불도장 1인(하루전예약)","불도장 1인(하루전예약) (40,000원) / 샥스핀 모르는분 없을뜻해요~♡ 저렴하게 드셔보세요~ (60,000원) / 2대사장님신아버님의 예술작품 (60,000원) / 표고향과 부추향의 만남 (새우속 or 고기속) (40,000원) / 해삼안에 새우살을채워 튀긴요리 (60,000원) / 가지튀김 小 7쪽 (20,000원) / 동해장 밤의황태자~ 단골들은 나를 이렇게 부르지~""너만있어도 소주10개먹어"" (40,000원) / 동해장에 터줏대감~ 말이 필요없지~ (40,000원) / 저렴하다고 무시하지마라~ 들어갈껀 다 들어갔다~ (40,000원) / 팔보채를 밥위에 올려놨다~ 식사류 중에 킹스맨~ 안주가 1%로 부족할때 절 찾아주세요~ (20,000원) / 나는 요리가 되고싶었다~~ (15,000원) / 다진소고기와 다진양파를 고추가루와 춘장으로 볶아넨 칼칼한 짜장~!! (10,000원) / 삼선짬뽕밥 (10,000원) / 해물좋아하시는 분들이라면~~필수메뉴~ (10,000원)","001_왕가동해장.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.14\001_왕가동해장.png"
"66","1","EP.14","2","화국반점","부산 중구","부산 중구 백산길 3 (동광동3가 2-6)","부산 중구 백산길 3","중식당","유니짜장","유니짜장 (8,000원) / 삼선짬뽕 (9,000원) / 삼선볶음밥 (9,000원) / 탕수육 (25,000원) / 유산슬 (35,000원)","002_화국반점.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.14\002_화국반점.png"
"67","1","EP.14","3","노벨반점","전북 전주시","전북 전주시 완산구 풍남문2길 100 (전동3가 56-4)","전북 전주시 완산구 풍남문2길 100","중식당","물짜장","물짜장 (9,000원) / 짜장면 (7,000원) / 간짜장 (8,000원) / 우동 (8,000원) / 볶음밥 (9,000원) / 짬뽕 (8,000원) / 잡채밥 (10,000원) / 잡채 (25,000원) / 군만두 (5,000원) / 울면 (9,000원) / 짜장밥 (9,000원) / 짬뽕밥 (9,000원) / 탕수육 (25,000원)","003_노벨반점.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.14\003_노벨반점.png"
"68","1","EP.14","4","한미반점","전북 전주시","전북 전주시 완산구 전주객사2길 21 (다가동3가 16)","전북 전주시 완산구 전주객사2길 21","중식당","간짜장","간짜장 (9,000원) / 물짜장 (9,000원) / 짬뽕밥 (9,000원) / 고추짬뽕 (10,000원) / 짜장면 (8,000원) / 짬뽕 (10,000원) / 탕수육 小 (15,000원) / 우동 (10,000원) / 울면 (9,000원) / 볶은밥 (10,000원)","004_한미반점.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.14\004_한미반점.png"
"69","1","EP.14","5","덕승관","충북 영동군","충북 영동군 황간면 소계로 5 (소계리 310-2)","충북 영동군 황간면 소계로 5","중식당","냉우동","냉우동 (11,000원) / 미니 탕수육 (10,000원) / 유니짜장 (7,000원) / 유니짜장 곱빼기 (8,000원) / 짬뽕 (9,000원) / 짬뽕 곱빼기 (9,500원) / 짬뽕밥 (9,000원) / 탕수육 소 (17,000원) / 탕수육 중 (25,000원) / 탕수육 대 (35,000원) / 군만두 (5,000원)","005_덕승관.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.14\005_덕승관.png"
"70","1","EP.15","1","진미통닭","강원 원주시","강원 원주시 우산로 66 (우산동 136-19)","강원 원주시 우산로 66","치킨,닭강정","양념치킨","양념치킨 (23,000원) / 양념추가시 (1000원) / 양념추가시 1000원 (21,000원) / 양념추가시 1,000원 추가 (22,000원) / 양냠추가시 (1,000원)","001_진미통닭.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.15\001_진미통닭.png"
"71","1","EP.15","2","주영자마늘닭","경북 의성군","경북 의성군 단촌면 장터길 14 (하화리 1123-5)","경북 의성군 단촌면 장터길 14","치킨,닭강정","마늘닭","마늘닭 (19,000원) / 소주 (3,000원) / 맥주 (3,000원) / 음료 (1,500원)","002_주영자마늘닭.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.15\002_주영자마늘닭.png"
"72","1","EP.15","3","뉴욕통닭","대구 중구","대구 중구 종로 12 (동성로3가 59-1)","대구 중구 종로 12","치킨,닭강정","후라이드치킨","후라이드치킨 (23,000원) / 양념치킨 (25,000원) / 찜닭 (32,000원) / 반반 (25,000원)","003_뉴욕통닭.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.15\003_뉴욕통닭.png"
"73","1","EP.15","4","신흥파닭","세종 조치원읍","세종 조치원읍 충현로 91 (신흥리 48-2)","세종 조치원읍 충현로 91","치킨,닭강정","파닭","","004_신흥파닭.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.15\004_신흥파닭.png"
"74","1","EP.15","5","풍미통닭","전남 순천시","전남 순천시 성남뒷길 3 (장천동 19-16)","전남 순천시 성남뒷길 3","치킨,닭강정","마늘치킨","","005_풍미통닭.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.15\005_풍미통닭.png"
"75","1","EP.16","1","대동할매국수","경남 김해시","경남 김해시 대동면 동남로45번길 8 (초정리 952-25)","경남 김해시 대동면 동남로45번길 8","국수","물국수","물국수 (6,000원) / 물국수(곱빼기) (7,000원) / 비빔국수 (7,000원) / 비빔국수(곱빼기) (8,000원) / 유부초밥 (4,000원)","001_대동할매국수.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.16\001_대동할매국수.png"
"76","1","EP.16","2","옛날진미국수","전남 담양군","전남 담양군 담양읍 객사3길 26 (객사리 211-5)","전남 담양군 담양읍 객사3길 26","국수","멸치국수","","002_옛날진미국수.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.16\002_옛날진미국수.png"
"77","1","EP.16","3","골막식당","제주 제주시","제주 제주시 천수로 12 (이도2동 362-1)","제주 제주시 천수로 12","국수","고기국수","고기국수 (9,000원) / 고기국수곱배기 (10,000원) / 비빔국수 (10,000원) / 수육 (22,000원)","003_골막식당.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.16\003_골막식당.png"
"78","1","EP.16","4","장수물식당","제주 제주시","제주 제주시 연문2길 18 (연동 310-79)","제주 제주시 연문2길 18","국수","고기국수","고기국수 (9,000원) / 돔베고기 (30,000원)","004_장수물식당.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.16\004_장수물식당.png"
"79","1","EP.16","5","찐한식당","충북 옥천군","충북 옥천군 청산면 지전길 14 (교평리 257-5)","충북 옥천군 청산면 지전길 14","해물,생선요리","곱배기 9,000","곱배기 9,000 (8,000원) / 도리뱅뱅 대 (20,000원) / 도리뱅뱅 소 (10,000원) / 생선튀김 대 (20,000원) / 생선튀김 소 (10,000원) / 계절 특선 (30,000원)","005_찐한식당.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.16\005_찐한식당.png"
"80","1","EP.17","1","고향김밥","경기 구리시","경기 구리시 경춘로 218-5 (수택동 404-14)","경기 구리시 경춘로 218-5","김밥","오므라이스","오므라이스 (8,500원) / 원조김밥 (4,000원) / 등심,치즈,피자,고구마,치킨돈가스 (8,500원) / 신/너구리/자파게티 (4,500원) / 돌솥비빔밥 (10,000원) / 돈가스정식 (11,500원) / 김치/누드/치즈/샐러드/땡초김밥 (5,000원) / 매콤참치/소불고기김밥 (5,000원) / 참치/김치/폭탄/참치김치/스팸주먹밥 (3,500원) / 오징어.고구마 야채 3개 (3,000원) / 김치/떡/치즈라면 (5,500원) / 떡만두/부대/오뎅라면 (6,000원) / 김치볶음밥 (8,500원) / 물/비빔냉면(여름) (7,000원) / 콩국수(여름) (7,000원)","001_고향김밥.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.17\001_고향김밥.png"
"81","1","EP.17","2","만드기골목","경기 평택시","경기 평택시 안중읍 안중로 129 (안중리 292-7)","경기 평택시 안중읍 안중로 129","종합분식","떡볶이","떡볶이 (4,500원) / 순대 (5,000원) / 모듬튀김 1인 (4,600원) / 즉석떡볶이 (9,000원) / 고추튀김 (1,000원)","002_만드기골목.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.17\002_만드기골목.png"
"82","1","EP.17","3","신토불이떡볶이","서울 광진구","서울 광진구 자양로43길 42 (구의동 52-17)","서울 광진구 자양로43길 42","떡볶이","2인 기본","2인 기본 (8,000원) / 3인 기본 (12,000원) / 떡1인분+만두1+어묵1 (4,000원) / 떡1인분+만두1+어묵1+계란1+핫도그1 (7,000원) / 떡2인분+만두2+어묵2+계란2+핫도그1 (11,500원) / 떡3인분+만두3+어묵3+계란3+핫도그2 (18,000원) / 만두(2개) (1,500원) / 달걀(2개) (1,500원) / 어묵(2개) (1,500원) / 핫도그 (2,000원) / 탄산음료 (2,000원)","003_신토불이떡볶이.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.17\003_신토불이떡볶이.png"
"83","1","EP.17","4","달인꽈배기","서울 서대문구","서울 서대문구 통일로 205-3 (영천동 288)","서울 서대문구 통일로 205-3","베이커리","꽈배기3개","꽈배기3개 (1,000원) / 찹쌀도너츠5개 (1,000원) / 팥도너츠3개 (2,000원) / 꽈배기 소(선물포장) (15,000원) / 꽈배기 중(선물포장) (20,000원) / 꽈배기 대(선물포장) (33,000원)","004_달인꽈배기.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.17\004_달인꽈배기.png"
