episodeNumber,episodeLabel,uploadDate,videoTitle,videoUrl,contentType,restaurantId,restaurantName,country,region,address,category,representativeMenu,menusAndPrices,lat,lng,phone,operationStatus,operationSummary,weeklyHours,kakaoPlaceId,placeUrl,rating,reviewCount,facilities,officialDescriptionAddress,verification,notes
24,24화,2022-06-28,성시경의 먹을텐데 l 영동시장 현대순대국,https://www.youtube.com/watch?v=AeZaYlJBWuI,restaurant,mogeultende_f8a54bcf1d4f,현대순대국,대한민국,서울 강남구,서울 강남구 강남대로124길 20,순대,한우소머리국밥,"한우소머리국밥 13,000원 | 순대국밥 11,000원 | 진가돼지국밥 10,000원 | 돼지머리국밥 10,000원",37.50906412,127.02423577,,영업 전,09:30 오픈,수 09:30 ~ 24:00 | 목 09:30 ~ 24:00 | 금 09:30 ~ 24:00 | 토 09:30 ~ 24:00 | 일 휴무일 | 월 09:30 ~ 24:00 | 화 09:30 ~ 24:00,11831548,https://place.map.kakao.com/11831548,3.3,231,"{""reservation"":false,""delivery"":false,""accessible"":false,""takeout"":true,""parking"":true,""pets"":false,""wifi"":false}",서울 강남구 강남대로124길 20 남경빌딩 (논현동 161),official_description,
25,25화,2022-07-01,성시경의 먹을텐데 l 자양동 샤오롱바오,https://www.youtube.com/watch?v=13JU5821Xd0,restaurant,mogeultende_9a9128af09fb,샤오롱바오,대한민국,서울 광진구,서울 광진구 자양번영로 20,중식,고기 바오즈,"고기 바오즈 10,000원 | 고기새우 바오즈 11,000원 | 부추계란새우 지짐만두 11,000원 | 고기부추새누지짐만두 11,000원",37.53144061,127.07534363,02-447-2155,영업 전,11:00 오픈,수 11:00 ~ 22:00 | 목 11:00 ~ 22:00 | 금 11:00 ~ 22:00 | 토 11:00 ~ 22:00 | 일 11:00 ~ 22:00 | 월 휴무일 | 화 11:00 ~ 22:00,1266002088,https://place.map.kakao.com/1266002088,4.4,677,"{""reservation"":false,""delivery"":true,""accessible"":false,""takeout"":true,""parking"":false,""pets"":false,""wifi"":true}",서울 광진구 자양번영로 20 1층 (자양동 600),official_description,
26,26화,2022-07-05,성시경의 먹을텐데 l 을지로 시골집,https://www.youtube.com/watch?v=KJSKPIrDcSw,restaurant,mogeultende_4b94659ae9bd,시골집,대한민국,서울 중구,서울 중구 을지로20길 36,갈비,LA갈비,"LA갈비 15,000원 | 오징어볶음 11,000원 | 계란말이 15,000원 | 잔치국수 (점심메뉴) 6,000원",37.56483845,126.99538647,02-2278-9436,영업 전,11:30 오픈,수 11:30 ~ 21:30 | 목 11:30 ~ 21:30 | 금 11:30 ~ 21:30 | 토 11:30 ~ 21:30 | 일 휴무일 | 월 11:30 ~ 21:30 | 화 11:30 ~ 21:30,27072057,https://place.map.kakao.com/27072057,0,205,"{""reservation"":true,""delivery"":false,""accessible"":false,""takeout"":true,""parking"":true,""pets"":false,""wifi"":false}",서울 중구 을지로20길 36 (인현동2가 92-10),official_description,
27,27화,2022-07-08,성시경의 먹을텐데 l 보광동 넘버원 양꼬치,https://www.youtube.com/watch?v=JROht0PS8FA,restaurant,mogeultende_0b570f10435c,넘버원양꼬치 한남점,대한민국,서울 용산구,서울 용산구 대사관로 76,양꼬치,향라대하,"향라대하 30,000원 | 메로조림(예약) 33,000원 | 염통줄기볶음 23,000원 | 철판도가니 28,000원",37.53305473,127.00649421,02-797-6518,영업 전,16:00 오픈,수 16:00 ~ 03:00 / 01:30 라스트오더 | 목 16:00 ~ 03:00 / 01:30 라스트오더 | 금 16:00 ~ 03:00 / 01:30 라스트오더 | 토 16:00 ~ 03:00 / 01:30 라스트오더 | 일 16:00 ~ 03:00 / 01:30 라스트오더 | 월 휴무일 | 화 16:00 ~ 03:00 / 01:30 라스트오더,1314055071,https://place.map.kakao.com/1314055071,3.7,247,"{""reservation"":false,""delivery"":false,""accessible"":false,""takeout"":false,""parking"":false,""pets"":false,""wifi"":false}",서울 용산구 우사단로 2 (보광동 238-56),official_description,
28,28화,2022-07-12,성시경의 먹을텐데 l 성수동 코치,https://www.youtube.com/watch?v=77dousCT2Fs,restaurant,mogeultende_19ea35237ea5,코치,대한민국,서울 성동구,서울 성동구 성덕정17길 11,일식,다리살대파,"다리살대파 3,800원 | 염통 3,000원 | 볏짚에 구운 통허벅지 4,800원 | 목살 3,800원",37.53818494,127.05515929,,영업 전,18:00 오픈,수 18:00 ~ 23:00 | 목 18:00 ~ 23:00 | 금 18:00 ~ 23:00 | 토 18:00 ~ 23:00 | 일 18:00 ~ 23:00 | 월 18:00 ~ 23:00 | 화 18:00 ~ 23:00,1990658906,https://place.map.kakao.com/1990658906,0,1010,"{""reservation"":false,""delivery"":false,""accessible"":false,""takeout"":false,""parking"":false,""pets"":false,""wifi"":false}",서울 성동구 성덕정17길 11 1층 (성수동2가 565),official_description,
29,29화,2022-07-15,성시경의 먹을텐데 l 서래마을 청실홍실,https://www.youtube.com/watch?v=3rWCk9M9MQY,restaurant,mogeultende_c96c1f2512bb,청실홍실,대한민국,서울 서초구,서울 서초구 서래로10길 9,감자탕,감자국,"감자국 10,000원 | 제육볶음(공깃밥X) 20,000원 | 돌솥비빔밥 10,000원 | 된장찌개 9,000원",37.4995664,126.99892792,02-535-2544,영업 전,11:00 오픈,수 11:00 ~ 20:00 / 14:30 ~ 17:30 브레이크타임 | 목 11:00 ~ 20:00 / 14:30 ~ 17:30 브레이크타임 | 금 제헌절 휴무 | 토 11:00 ~ 15:00 | 일 휴무일 | 월 11:00 ~ 20:00 / 14:30 ~ 17:30 브레이크타임 | 화 11:00 ~ 20:00 / 14:30 ~ 17:30 브레이크타임,16470308,https://place.map.kakao.com/16470308,0,259,"{""reservation"":false,""delivery"":true,""accessible"":false,""takeout"":true,""parking"":true,""pets"":false,""wifi"":false}",서울 서초구 서래로10길 9 (반포동 93-5),official_description,
30,30화,2022-07-19,성시경의 먹을텐데 l 답십리 일광쪽갈비,https://www.youtube.com/watch?v=nUj86InQ6dM,restaurant,mogeultende_65ebec474196,일광,대한민국,서울 동대문구,서울 동대문구 전농로 48,갈비,쪽갈비 (1인분),"쪽갈비 (1인분) 15,000원",37.56910076,127.05729315,,영업 전,15:00 오픈,수 15:00 ~ 24:00 | 목 15:00 ~ 24:00 | 금 15:00 ~ 24:00 | 토 15:00 ~ 24:00 | 일 휴무일 | 월 15:00 ~ 24:00 | 화 15:00 ~ 24:00,15597468,https://place.map.kakao.com/15597468,2.9,32,"{""reservation"":true,""delivery"":false,""accessible"":false,""takeout"":false,""parking"":false,""pets"":false,""wifi"":false}",서울 동대문구 전농로 48 (답십리동 265-1),official_description,
31,31화,2022-07-22,성시경의 먹을텐데 l 군자 영미 오리탕,https://www.youtube.com/watch?v=vvGnYVFWrMc,restaurant,mogeultende_b1f8b5b7f00d,영미오리탕 군자점,대한민국,서울 광진구,서울 광진구 동일로60길 53,오리,오리탕 (1마리),"오리탕 (1마리) 61,000원 | 오리탕 (반마리) 39,000원 | 생로스 61,000원 | 주물럭 61,000원",37.55767442,127.07624489,02-463-5222,영업 전,11:00 오픈,수 11:00 ~ 21:30 / 15:00 ~ 16:00 브레이크타임 | 목 11:00 ~ 21:30 / 15:00 ~ 16:00 브레이크타임 | 금 11:00 ~ 21:30 / 15:00 ~ 16:00 브레이크타임 | 토 11:00 ~ 21:30 / 15:00 ~ 16:00 브레이크타임 | 일 11:00 ~ 21:30 / 15:00 ~ 16:00 브레이크타임 | 월 휴무일 | 화 11:00 ~ 21:30 / 15:00 ~ 16:00 브레이크타임,8476706,https://place.map.kakao.com/8476706,3.9,644,"{""reservation"":false,""delivery"":false,""accessible"":true,""takeout"":true,""parking"":false,""pets"":false,""wifi"":true}",서울 광진구 동일로60길 53 (군자동 467-16),official_description,
32,32화,2022-07-26,성시경의 먹을텐데 l 약수 만포막국수,https://www.youtube.com/watch?v=7ICHM1GSgtc,restaurant,mogeultende_31011fb4f343,만포막국수,대한민국,서울 중구,서울 중구 동호로14길 2,국수,비빔막국수,"비빔막국수 11,000원 | 찜닭 32,000원 | 온면 11,000원 | 물막국수 11,000원",37.5558301,127.01031863,02-2235-1357,영업 전,11:30 오픈,수 11:30 ~ 21:30 / 16:00 ~ 17:00 브레이크타임 | 목 11:30 ~ 21:30 / 16:00 ~ 17:00 브레이크타임 | 금 11:30 ~ 21:30 / 16:00 ~ 17:00 브레이크타임 | 토 11:30 ~ 21:00 | 일 11:30 ~ 21:00 | 월 11:30 ~ 21:30 / 16:00 ~ 17:00 브레이크타임 | 화 11:30 ~ 21:30 / 16:00 ~ 17:00 브레이크타임,21722308,https://place.map.kakao.com/21722308,3.6,718,"{""reservation"":true,""delivery"":false,""accessible"":false,""takeout"":true,""parking"":true,""pets"":false,""wifi"":false}",서울 중구 동호로14길 2 (신당동 425-18),official_description,
33,33화,2022-07-29,성시경의 먹을텐데 l 을지로 을지칼국수,https://www.youtube.com/watch?v=1Q-_xTROMkE,restaurant,mogeultende_19dfe2ce2e4e,을지칼국수,대한민국,서울 중구,서울 중구 충무로 54-3,칼국수,손만두칼국수(3알),"웰빙 손 칼국수 11,000원 | 왕만두 6알(포장) 11,000원 | 손만두칼국수(3알) 11,000원 | 을지 칡 비빔,물냉면 12,000원",37.56603486,126.99308187,02-2278-5003,영업 전,11:00 오픈,수 11:00 ~ 21:00 / 15:30 ~ 17:00 브레이크타임 | 목 11:00 ~ 21:00 / 15:30 ~ 17:00 브레이크타임 | 금 제헌절 휴무 | 토 휴무일 | 일 휴무일 | 월 11:00 ~ 21:00 / 15:30 ~ 17:00 브레이크타임 | 화 11:00 ~ 21:00 / 15:30 ~ 17:00 브레이크타임,1115442984,https://place.map.kakao.com/1115442984,3.9,145,"{""reservation"":false,""delivery"":false,""accessible"":false,""takeout"":true,""parking"":false,""pets"":false,""wifi"":false}",서울 중구 충무로 54-3 (을지로3가 291-45),official_description,
34,34화,2022-08-02,성시경의 먹을텐데 l 청담동 스시스미레,https://www.youtube.com/watch?v=6vxReM3m_Tg,restaurant,mogeultende_cc48c5cc4271,스시스미레,대한민국,서울 강남구,서울 강남구 도산대로55길 18,"초밥,롤",오마카세,"오마카세 220,000원 | 룸 오마카세 200,000원",37.52464339,127.0405718,02-547-8807,영업 전,11:50 오픈,수 11:50 ~ 22:00 / 13:20 ~ 13:30 브레이크타임 | 목 11:50 ~ 22:00 / 13:20 ~ 13:30 브레이크타임 | 금 11:50 ~ 22:00 / 13:20 ~ 13:30 브레이크타임 | 토 11:50 ~ 22:00 / 13:20 ~ 13:30 브레이크타임 | 일 11:50 ~ 22:00 / 13:20 ~ 13:30 브레이크타임 | 월 11:50 ~ 22:00 / 13:20 ~ 13:30 브레이크타임 | 화 11:50 ~ 22:00 / 13:20 ~ 13:30 브레이크타임,643434656,https://place.map.kakao.com/643434656,4.5,137,"{""reservation"":false,""delivery"":false,""accessible"":false,""takeout"":false,""parking"":false,""pets"":false,""wifi"":false}",서울 강남구 도산대로55길 18 4층 (청담동 88-6),official_description,
35,35화,2022-08-05,성시경의 먹을텐데 l 신당동 녹동뻘낙지,https://www.youtube.com/watch?v=C38dKDRH10U,restaurant,mogeultende_b9a407542483,녹동뻘낙지,대한민국,서울 중구,서울 중구 다산로 159,"해물,생선",연포탕,"연포탕 50,000원 | 탕탕이 50,000원 | 낙지초무침 40,000원 | 낙지볶음 40,000원",37.55802637,127.01221862,,영업 전,15:00 오픈,수 15:00 ~ 24:00 | 목 15:00 ~ 24:00 | 금 15:00 ~ 24:00 | 토 15:00 ~ 24:00 | 일 15:00 ~ 24:00 | 월 15:00 ~ 24:00 | 화 15:00 ~ 24:00,16791648,https://place.map.kakao.com/16791648,3.6,42,"{""reservation"":false,""delivery"":false,""accessible"":false,""takeout"":false,""parking"":false,""pets"":false,""wifi"":false}",서울 중구 다산로 159 (신당동 370-46),official_description,
36,36화,2022-08-09,성시경의 먹을텐데 l 마포 신촌생우동,https://www.youtube.com/watch?v=M06R491YFF4,restaurant,mogeultende_dff06b794041,신촌즉석생우동,대한민국,서울 마포구,서울 마포구 대흥로 38,"돈까스,우동",신촌우동,"신촌우동 7,000원 | 김치얼큰우동 7,500원 | 돈까스 9,000원 | 오뎅우동 7,500원",37.54410509,126.93872591,02-717-7897,영업 전,11:00 오픈,수 11:00 ~ 20:30 / 14:30 ~ 17:00 브레이크타임 | 목 11:00 ~ 20:30 / 14:30 ~ 17:00 브레이크타임 | 금 11:00 ~ 20:30 / 14:30 ~ 17:00 브레이크타임 | 토 11:00 ~ 20:30 / 14:30 ~ 17:00 브레이크타임 | 일 휴무일 | 월 11:00 ~ 20:30 / 14:30 ~ 17:00 브레이크타임 | 화 11:00 ~ 20:30 / 14:30 ~ 17:00 브레이크타임,15779972,https://place.map.kakao.com/15779972,4.1,109,"{""reservation"":false,""delivery"":false,""accessible"":false,""takeout"":true,""parking"":false,""pets"":false,""wifi"":false}",서울 마포구 대흥로 38 (대흥동 801-13),official_description,
37,37화,2022-08-12,성시경의 먹을텐데 l 대전 태화장 1탄 (with.백종원),https://www.youtube.com/watch?v=S3EsbtdFe_g,restaurant,mogeultende_307a9d0bce27,태화장,대한민국,대전 동구,대전 동구 중앙로203번길 78,중국요리,양장피,"양장피 38,000원 | 탕수육 20,000원 | 새우튀김 35,000원 | 간소새우 40,000원",36.33383444,127.42935808,042-256-2407,영업 전,11:30 오픈,수 11:30 ~ 21:00 / 15:00 ~ 17:00 브레이크타임 | 목 11:30 ~ 21:00 / 15:00 ~ 17:00 브레이크타임 | 금 11:30 ~ 21:00 / 15:00 ~ 17:00 브레이크타임 | 토 11:30 ~ 21:00 / 15:00 ~ 17:00 브레이크타임 | 일 11:30 ~ 21:00 / 15:00 ~ 17:00 브레이크타임 | 월 휴무일 | 화 11:30 ~ 21:00 / 15:00 ~ 17:00 브레이크타임,10033021,https://place.map.kakao.com/10033021,3,1403,"{""reservation"":true,""delivery"":false,""accessible"":false,""takeout"":true,""parking"":true,""pets"":false,""wifi"":false}",대전 동구 중앙로203번길 78 (정동 36-32),official_description,
38,38화,2022-08-13,성시경의 먹을텐데 l 대전 태화장 2탄 (with.백종원),https://www.youtube.com/watch?v=H78NvlNeSGk,restaurant,mogeultende_307a9d0bce27,태화장,대한민국,대전 동구,대전 동구 중앙로203번길 78,중국요리,양장피,"양장피 38,000원 | 탕수육 20,000원 | 새우튀김 35,000원 | 간소새우 40,000원",36.33383444,127.42935808,042-256-2407,영업 전,11:30 오픈,수 11:30 ~ 21:00 / 15:00 ~ 17:00 브레이크타임 | 목 11:30 ~ 21:00 / 15:00 ~ 17:00 브레이크타임 | 금 11:30 ~ 21:00 / 15:00 ~ 17:00 브레이크타임 | 토 11:30 ~ 21:00 / 15:00 ~ 17:00 브레이크타임 | 일 11:30 ~ 21:00 / 15:00 ~ 17:00 브레이크타임 | 월 휴무일 | 화 11:30 ~ 21:00 / 15:00 ~ 17:00 브레이크타임,10033021,https://place.map.kakao.com/10033021,3,1403,"{""reservation"":true,""delivery"":false,""accessible"":false,""takeout"":true,""parking"":true,""pets"":false,""wifi"":false}",대전 동구 중앙로203번길 78 (정동 36-32),official_description,
39,39화,2022-08-16,성시경의 먹을텐데 l 여수 나진국밥,https://www.youtube.com/watch?v=9M30E6sf90g,restaurant,mogeultende_6dea4b833a04,나진국밥,대한민국,전남광주통합특별시 여수시,전남광주통합특별시 여수시 화양면 화양로 1391,국밥,국밥,"국밥 10,000원 | 수육 (소) 28,000원 | 수육(대) 38,000원",34.7069338,127.61337534,061-683-4425,휴무일,내일 09:00 오픈,수 휴무일 | 목 09:00 ~ 13:00 | 금 09:00 ~ 14:00 | 토 09:00 ~ 14:00 | 일 09:00 ~ 14:00 | 월 09:00 ~ 13:00 | 화 휴무일,12895639,https://place.map.kakao.com/12895639,3.3,670,"{""reservation"":false,""delivery"":false,""accessible"":false,""takeout"":false,""parking"":true,""pets"":false,""wifi"":false}",전남 여수시 화양면 화양로 1391 (나진리 430-4),official_description,
40,40화,2022-08-19,성시경의 먹을텐데 l 여수 복춘식당,https://www.youtube.com/watch?v=ZZAqSGZjiPo,restaurant,mogeultende_46f08ababef4,복춘식당,대한민국,전남광주통합특별시 여수시,전남광주통합특별시 여수시 교동남1길 5-8,아구,아귀찜 (1인),"아귀찜 (1인) 15,000원 | 아귀탕 (1인) 12,000원 | 아귀대창 20,000원 | 갈치구이(2인) 24,000원",34.7395604,127.73408759,061-662-5260,영업 전,09:00 오픈,수 09:00 ~ 21:00 / 15:00 ~ 17:00 브레이크타임 | 목 09:00 ~ 21:00 / 15:00 ~ 17:00 브레이크타임 | 금 09:00 ~ 21:00 / 15:00 ~ 17:00 브레이크타임 | 토 09:00 ~ 21:00 / 15:00 ~ 17:00 브레이크타임 | 일 09:00 ~ 21:00 / 15:00 ~ 17:00 브레이크타임 | 월 휴무일 | 화 09:00 ~ 21:00 / 15:00 ~ 17:00 브레이크타임,9025490,https://place.map.kakao.com/9025490,3.7,969,"{""reservation"":false,""delivery"":false,""accessible"":true,""takeout"":true,""parking"":false,""pets"":false,""wifi"":true}",전남 여수시 교동남1길 5-8 (교동 472),official_description,
41,41화,2022-08-23,성시경의 먹을텐데 l 대구 참조은 생고기,https://www.youtube.com/watch?v=8KZrrZWoRDc,restaurant,mogeultende_67b81cefd318,참조은생고기육회,대한민국,대구 북구,대구 북구 복현로 78,"육류,고기",소고기짜글이,"소고기짜글이 115,000원 | 생고기 대 65,000원 | 차돌오드레기 50,000원 | 육전 20,000원",35.89868843,128.62327487,053-939-9090,영업 전,17:00 오픈,수 17:00 ~ 23:00 | 목 17:00 ~ 23:00 | 금 17:00 ~ 23:00 | 토 휴무일 | 일 휴무일 | 월 17:00 ~ 23:00 | 화 17:00 ~ 23:00,16545260,https://place.map.kakao.com/16545260,2.8,85,"{""reservation"":true,""delivery"":false,""accessible"":false,""takeout"":false,""parking"":false,""pets"":false,""wifi"":false}",대구 북구 복현로 78 (복현2동 266-9),official_description,
42,42화,2022-08-26,성시경의 먹을텐데 l 명동 산동교자,https://www.youtube.com/watch?v=AmZ5ceHhkG8,restaurant,mogeultende_3cb4b5ae9dad,산동교자,대한민국,서울 중구,서울 중구 남대문로 52-13,중국요리,오향장육,"오향장육 29,000원 | 군만두 8,500원 | 탕수육 23,000원 | 깐풍육 28,000원",37.56213784,126.98240563,02-778-4150,영업 전,11:00 오픈,수 11:00 ~ 21:20 / 15:30 ~ 17:00 브레이크타임 / 20:20 라스트오더 | 목 11:00 ~ 21:20 / 15:30 ~ 17:00 브레이크타임 / 20:20 라스트오더 | 금 11:00 ~ 21:20 / 15:30 ~ 17:00 브레이크타임 / 20:20 라스트오더 | 토 11:00 ~ 21:20 / 15:30 ~ 17:00 브레이크타임 / 20:20 라스트오더 | 일 휴무일 | 월 11:00 ~ 21:20 / 15:30 ~ 17:00 브레이크타임 / 20:20 라스트오더 | 화 11:00 ~ 21:20 / 15:30 ~ 17:00 브레이크타임 / 20:20 라스트오더,7912905,https://place.map.kakao.com/7912905,2.4,193,"{""reservation"":true,""delivery"":true,""accessible"":false,""takeout"":true,""parking"":false,""pets"":false,""wifi"":true}",서울 중구 명동2길 26 (명동2가 105),official_description,
43,43화,2022-08-30,성시경의 먹을텐데 l 대구 군위식당,https://www.youtube.com/watch?v=KEeGBUHnJsc,restaurant,mogeultende_b786ba0921a1,군위식당,대한민국,대구 중구,대구 중구 경상감영길 101,국밥,고기밥,"고기밥 11,000원 | 암뽕 22,000원 | 돼지고기수육(대) 27,000원 | 돼지고기수육(중) 22,000원",35.87227496,128.5932119,053-252-1294,휴무일,내일 09:00 오픈,수 휴무일 | 목 09:00 ~ 21:00 | 금 09:00 ~ 21:00 | 토 09:00 ~ 21:00 | 일 09:00 ~ 21:00 | 월 09:00 ~ 21:00 | 화 09:00 ~ 21:00,10137426,https://place.map.kakao.com/10137426,3.9,1080,"{""reservation"":false,""delivery"":false,""accessible"":true,""takeout"":true,""parking"":false,""pets"":false,""wifi"":false}",대구 중구 경상감영길 101 중앙상가 (포정동 21-3),official_description,
44,44화,2022-09-02,성시경의 먹을텐데 l 부산 진미 언양불고기,https://www.youtube.com/watch?v=MvX_vWtm8P0,restaurant,mogeultende_92e2e1eaed6c,진미언양불고기,대한민국,부산 수영구,부산 수영구 남천바다로33번길 7,"불고기,두루치기",언양불고기(200g),"언양불고기(200g) 35,000원 | 등심구이(130g) 43,000원 | 등심슬라이스(130g) 43,000원 | 꽃등심구이(100g) 45,000원",35.14887714,129.11410683,051-753-1632,영업 전,10:30 오픈,수 10:30 ~ 22:00 | 목 10:30 ~ 22:00 | 금 10:30 ~ 22:00 | 토 10:30 ~ 22:00 | 일 10:30 ~ 22:00 | 월 10:30 ~ 22:00 | 화 10:30 ~ 22:00,8093058,https://place.map.kakao.com/8093058,3.6,151,"{""reservation"":true,""delivery"":false,""accessible"":false,""takeout"":false,""parking"":true,""pets"":false,""wifi"":true}",부산 수영구 남천바다로33번길 7(광안동),official_description,
45,45화,2022-09-08,[sub] 성시경의 먹을텐데 l 신림정 1탄 (with.신동엽),https://www.youtube.com/watch?v=yTNgSj_0zIM,restaurant,mogeultende_93fbdf9a5063,신림정,대한민국,서울 관악구,서울 관악구 봉천로 248,"육류,고기",한우꽃등심(150g),"한우꽃등심(150g) 53,000원 | 한우생등심(150g) 48,000원 | 한우생고기(150g) 40,000원 | 한우갈비살(150g) 50,000원",37.48863199,126.92886385,02-889-1220,영업 전,11:00 오픈,수 11:00 ~ 22:00 / 15:00 ~ 16:30 브레이크타임 / 21:00 라스트오더 | 목 11:00 ~ 22:00 / 15:00 ~ 16:30 브레이크타임 / 21:00 라스트오더 | 금 11:00 ~ 22:00 / 15:00 ~ 16:30 브레이크타임 / 21:00 라스트오더 | 토 11:00 ~ 22:00 / 15:00 ~ 16:30 브레이크타임 / 21:00 라스트오더 | 일 11:00 ~ 22:00 / 15:00 ~ 16:30 브레이크타임 / 21:00 라스트오더 | 월 11:00 ~ 22:00 / 15:00 ~ 16:30 브레이크타임 / 21:00 라스트오더 | 화 11:00 ~ 22:00 / 15:00 ~ 16:30 브레이크타임 / 21:00 라스트오더,16044661,https://place.map.kakao.com/16044661,2.3,128,"{""reservation"":false,""delivery"":false,""accessible"":false,""takeout"":false,""parking"":true,""pets"":false,""wifi"":false}",서울 관악구 봉천로 248 (신림동 1428-5),official_description,
